sales_representative,location,region,customer,order_date,item,quantity,price,total_sales
Randy Watson,New York,East,Denise Perez,2016-09-01,Stuff,3,16.32,48.96
Patrick Graham,Washington,West,Annie Hunter,2016-09-01,Junk,3,12.42,37.26
Diane Gonzalez,Washington,West,Margaret James,2016-09-01,Junk,1,12.42,12.42
Randy Watson,New York,East,Linda Rose,2016-09-01,Things,6,17.83,106.98
Patrick Graham,California,West,Benjamin Carpenter,2016-09-01,Things,5,17.83,89.15
Sara Snyder,Massachusetts,East,Linda Morrison,2016-09-01,Things,3,17.83,53.49
Sara Snyder,New York,East,Joshua Campbell,2016-09-01,Widgets,7,53.35,373.45
Sara Snyder,New York,East,Tina Jones,2016-09-01,Stuff,7,16.32,114.24
Sara Snyder,New York,East,Annie Wilson,2016-09-01,Stuff,6,16.32,97.92
Randy Watson,Massachusetts,East,Bruce Reynolds,2016-09-01,Things,9,17.83,160.47
Patrick Graham,California,West,Edward Foster,2016-09-01,Widgets,1,53.35,53.35
Sara Snyder,Connecticut,East,Benjamin Phillips,2016-09-02,Junk,4,12.42,49.68
Frances Warren,Massachusetts,East,Alice Kelly,2016-09-02,Widgets,7,53.35,373.45
Patrick Graham,Oregon,West,Sharon Wagner,2016-09-02,Junk,6,12.42,74.52
Sara Snyder,New York,East,Eric Stanley,2016-09-02,Junk,7,12.42,86.94
Randy Watson,New York,East,Dorothy Patterson,2016-09-02,Stuff,5,16.32,81.6
Sara Snyder,New York,East,Peter Gilbert,2016-09-02,Junk,4,12.42,49.68
Diane Gonzalez,Washington,West,Christine Wallace,2016-09-02,Things,2,17.83,35.66
Randy Watson,New York,East,Lori Collins,2016-09-02,Junk,3,12.42,37.26
Sara Snyder,New York,East,Sandra Hicks,2016-09-02,Junk,2,12.42,24.84
Diane Gonzalez,Washington,West,Gary Cook,2016-09-02,Stuff,6,16.32,97.92
Randy Watson,New York,East,Louis Mason,2016-09-02,Things,7,17.83,124.81
Sara Snyder,New Jersey,East,Ashley Adams,2016-09-02,Stuff,4,16.32,65.28
Frances Warren,New York,East,Alan Allen,2016-09-03,Things,10,17.83,178.3
Patrick Graham,California,West,Gerald Mcdonald,2016-09-03,Widgets,6,53.35,320.1
Frances Warren,New York,East,Juan Reed,2016-09-03,Widgets,2,53.35,106.7
Sara Snyder,New Jersey,East,Michelle Henderson,2016-09-03,Stuff,10,16.32,163.2
Patrick Graham,California,West,Judy Lopez,2016-09-03,Widgets,2,53.35,106.7
Sara Snyder,Massachusetts,East,Linda Morrison,2016-09-03,Junk,3,12.42,37.26
Patrick Graham,California,West,Frank Garrett,2016-09-03,Junk,10,12.42,124.2
Patrick Graham,California,West,Timothy Gonzales,2016-09-03,Stuff,6,16.32,97.92
Sara Snyder,New York,East,Annie Wilson,2016-09-03,Junk,1,12.42,12.42
Sara Snyder,Massachusetts,East,Matthew Berry,2016-09-03,Things,9,17.83,160.47
Randy Watson,Massachusetts,East,Carl Ford,2016-09-03,Junk,2,12.42,24.84
Diane Gonzalez,Oregon,West,Jean Griffin,2016-09-03,Things,5,17.83,89.15
Patrick Graham,Washington,West,Lisa Morrison,2016-09-03,Junk,4,12.42,49.68
Sara Snyder,New York,East,Christina Little,2016-09-03,Widgets,2,53.35,106.7
Patrick Graham,California,West,Anthony White,2016-09-03,Widgets,5,53.35,266.75
Sara Snyder,New Jersey,East,Donna Bryant,2016-09-03,Stuff,2,16.32,32.64
Frances Warren,Massachusetts,East,Carolyn Vasquez,2016-09-04,Things,6,17.83,106.98
Frances Warren,Massachusetts,East,Susan Watkins,2016-09-04,Widgets,10,53.35,533.5
Patrick Graham,California,West,Jimmy Warren,2016-09-04,Things,3,17.83,53.49
Sara Snyder,Massachusetts,East,Michael Foster,2016-09-04,Stuff,2,16.32,32.64
Patrick Graham,California,West,Rachel Stanley,2016-09-04,Junk,4,12.42,49.68
Sara Snyder,Massachusetts,East,Jason Patterson,2016-09-04,Junk,7,12.42,86.94
Sara Snyder,Connecticut,East,Sara Hawkins,2016-09-04,Widgets,1,53.35,53.35
Sara Snyder,New York,East,Eric Stanley,2016-09-04,Junk,8,12.42,99.36
Sara Snyder,New York,East,Debra Allen,2016-09-04,Things,7,17.83,124.81
Randy Watson,New Jersey,East,Jennifer Simpson,2016-09-04,Things,6,17.83,106.98
Diane Gonzalez,Washington,West,Gloria Morris,2016-09-04,Junk,9,12.42,111.78
Sara Snyder,Massachusetts,East,Juan Olson,2016-09-04,Things,10,17.83,178.3
Diane Gonzalez,Washington,West,Henry Sanders,2016-09-04,Junk,7,12.42,86.94
Patrick Graham,California,West,Andrew Adams,2016-09-05,Widgets,4,53.35,213.4
Frances Warren,Massachusetts,East,Kevin Barnes,2016-09-05,Junk,6,12.42,74.52
Sara Snyder,New Jersey,East,Keith Berry,2016-09-05,Junk,1,12.42,12.42
Patrick Graham,Nevada,West,John Simpson,2016-09-05,Widgets,1,53.35,53.35
Sara Snyder,Massachusetts,East,Robin Matthews,2016-09-05,Junk,4,12.42,49.68
Sara Snyder,New Jersey,East,Jacqueline Wheeler,2016-09-05,Junk,3,12.42,37.26
Randy Watson,New York,East,Janet Freeman,2016-09-05,Junk,8,12.42,99.36
Randy Watson,New Jersey,East,Albert Dunn,2016-09-05,Things,10,17.83,178.3
Sara Snyder,Massachusetts,East,Cheryl Myers,2016-09-05,Widgets,4,53.35,213.4
Sara Snyder,Massachusetts,East,Janice Mason,2016-09-05,Things,5,17.83,89.15
Sara Snyder,New York,East,Louis Mason,2016-09-05,Junk,3,12.42,37.26
Sara Snyder,Massachusetts,East,Ann Duncan,2016-09-05,Junk,1,12.42,12.42
Patrick Graham,Washington,West,Arthur Green,2016-09-06,Things,5,17.83,89.15
Patrick Graham,Washington,West,Jason Berry,2016-09-06,Things,4,17.83,71.32
Patrick Graham,Oregon,West,Donald Ryan,2016-09-06,Things,10,17.83,178.3
Sara Snyder,Massachusetts,East,Douglas Duncan,2016-09-06,Things,3,17.83,53.49
Patrick Graham,Washington,West,Gary Cook,2016-09-06,Junk,7,12.42,86.94
Sara Snyder,Massachusetts,East,Jason Patterson,2016-09-06,Widgets,8,53.35,426.8
Randy Watson,New York,East,Jason Black,2016-09-06,Junk,7,12.42,86.94
Patrick Graham,Oregon,West,Alice Taylor,2016-09-06,Junk,4,12.42,49.68
Sara Snyder,Massachusetts,East,Carolyn Vasquez,2016-09-06,Junk,8,12.42,99.36
Sara Snyder,Connecticut,East,Maria Long,2016-09-06,Stuff,8,16.32,130.56
Sara Snyder,New Jersey,East,Tammy Hart,2016-09-06,Things,2,17.83,35.66
Patrick Graham,Nevada,West,Stephen Rice,2016-09-06,Junk,10,12.42,124.2
Sara Snyder,Massachusetts,East,Joe Russell,2016-09-06,Things,4,17.83,71.32
Sara Snyder,New Jersey,East,Robert Collins,2016-09-06,Things,9,17.83,160.47
Patrick Graham,Washington,West,Stephen Murray,2016-09-07,Widgets,10,53.35,533.5
Sara Snyder,New York,East,Kimberly Morris,2016-09-07,Junk,3,12.42,37.26
Patrick Graham,California,West,Harry Torres,2016-09-07,Junk,2,12.42,24.84
Patrick Graham,California,West,Evelyn Elliott,2016-09-07,Things,7,17.83,124.81
Sara Snyder,New York,East,Eugene Wilson,2016-09-07,Junk,8,12.42,99.36
Frances Warren,Massachusetts,East,Theresa Ellis,2016-09-07,Junk,4,12.42,49.68
Patrick Graham,Oregon,West,Lois Fernandez,2016-09-07,Stuff,2,16.32,32.64
Diane Gonzalez,Nevada,West,Doris Diaz,2016-09-07,Junk,10,12.42,124.2
Patrick Graham,Nevada,West,Kimberly Bennett,2016-09-07,Junk,4,12.42,49.68
Frances Warren,New York,East,Christopher Oliver,2016-09-07,Junk,2,12.42,24.84
Patrick Graham,Washington,West,Jerry Collins,2016-09-07,Stuff,4,16.32,65.28
Frances Warren,Connecticut,East,Debra Gutierrez,2016-09-07,Junk,10,12.42,124.2
Patrick Graham,Oregon,West,Samuel Garza,2016-09-07,Junk,3,12.42,37.26
Sara Snyder,New York,East,Janet Freeman,2016-09-07,Stuff,5,16.32,81.6
Sara Snyder,Connecticut,East,Albert Bradley,2016-09-07,Junk,6,12.42,74.52
Randy Watson,New York,East,Marie Rivera,2016-09-07,Stuff,1,16.32,16.32
Sara Snyder,New York,East,Phyllis Ward,2016-09-07,Junk,2,12.42,24.84
Randy Watson,New York,East,Eric Stanley,2016-09-07,Junk,7,12.42,86.94
Patrick Graham,Oregon,West,Janet Stewart,2016-09-07,Junk,2,12.42,24.84
Randy Watson,Massachusetts,East,Phillip Johnston,2016-09-07,Junk,9,12.42,111.78
Sara Snyder,Connecticut,East,Jane Watkins,2016-09-07,Junk,2,12.42,24.84
Patrick Graham,Nevada,West,Laura Mcdonald,2016-09-07,Widgets,7,53.35,373.45
Patrick Graham,California,West,Ann Hall,2016-09-08,Widgets,5,53.35,266.75
Diane Gonzalez,Oregon,West,Alice Taylor,2016-09-08,Junk,6,12.42,74.52
Patrick Graham,Washington,West,Charles Collins,2016-09-08,Things,1,17.83,17.83
Patrick Graham,California,West,Frank Garrett,2016-09-08,Junk,2,12.42,24.84
Patrick Graham,California,West,Deborah Gilbert,2016-09-08,Junk,3,12.42,37.26
Diane Gonzalez,California,West,Mary Stevens,2016-09-08,Widgets,1,53.35,53.35
Frances Warren,New Jersey,East,Judith Wood,2016-09-08,Junk,2,12.42,24.84
Patrick Graham,Washington,West,Charles Collins,2016-09-08,Junk,1,12.42,12.42
Sara Snyder,Massachusetts,East,Ryan Alvarez,2016-09-09,Junk,2,12.42,24.84
Sara Snyder,Massachusetts,East,Ann Duncan,2016-09-09,Junk,8,12.42,99.36
Diane Gonzalez,Washington,West,Daniel Perez,2016-09-09,Stuff,7,16.32,114.24
Diane Gonzalez,Washington,West,Joseph Dixon,2016-09-09,Junk,9,12.42,111.78
Sara Snyder,New Jersey,East,Ronald Lopez,2016-09-09,Things,5,17.83,89.15
Patrick Graham,Oregon,West,Martha Harper,2016-09-09,Widgets,1,53.35,53.35
Sara Snyder,New York,East,Gerald Phillips,2016-09-09,Junk,8,12.42,99.36
Sara Snyder,Connecticut,East,Carlos Stephens,2016-09-09,Junk,8,12.42,99.36
Sara Snyder,New Jersey,East,Bonnie Shaw,2016-09-09,Junk,3,12.42,37.26
Sara Snyder,New York,East,Maria Johnston,2016-09-09,Junk,4,12.42,49.68
Randy Watson,New York,East,Roy Young,2016-09-09,Widgets,5,53.35,266.75
Diane Gonzalez,Oregon,West,Gary Moreno,2016-09-09,Widgets,4,53.35,213.4
Frances Warren,Connecticut,East,Carlos Stephens,2016-09-09,Widgets,10,53.35,533.5
Sara Snyder,Connecticut,East,Jane Watkins,2016-09-09,Stuff,1,16.32,16.32
Patrick Graham,California,West,Robin Murphy,2016-09-09,Stuff,1,16.32,16.32
Patrick Graham,Washington,West,Maria Romero,2016-09-09,Junk,2,12.42,24.84
Patrick Graham,California,West,Harold Duncan,2016-09-09,Junk,9,12.42,111.78
Randy Watson,Massachusetts,East,Cheryl Williamson,2016-09-10,Junk,4,12.42,49.68
Randy Watson,Massachusetts,East,Lori Shaw,2016-09-10,Stuff,7,16.32,114.24
Sara Snyder,New Jersey,East,Judy Carpenter,2016-09-10,Stuff,4,16.32,65.28
Diane Gonzalez,Oregon,West,Brian Roberts,2016-09-10,Things,5,17.83,89.15
Sara Snyder,Massachusetts,East,Shirley Rivera,2016-09-10,Widgets,2,53.35,106.7
Sara Snyder,New York,East,Sharon Perez,2016-09-10,Widgets,6,53.35,320.1
Sara Snyder,Connecticut,East,Janice Ford,2016-09-10,Junk,5,12.42,62.1
Patrick Graham,Oregon,West,Anna Garcia,2016-09-10,Widgets,2,53.35,106.7
Sara Snyder,Massachusetts,East,Rose Baker,2016-09-10,Junk,3,12.42,37.26
Randy Watson,Massachusetts,East,Beverly Hamilton,2016-09-10,Stuff,4,16.32,65.28
Patrick Graham,Washington,West,Denise Henry,2016-09-11,Things,5,17.83,89.15
Sara Snyder,New York,East,Denise Perez,2016-09-11,Things,5,17.83,89.15
Patrick Graham,Oregon,West,Wanda Allen,2016-09-11,Things,10,17.83,178.3
Patrick Graham,Washington,West,Ryan Ramos,2016-09-11,Widgets,5,53.35,266.75
Frances Warren,Massachusetts,East,Frank Murphy,2016-09-11,Stuff,6,16.32,97.92
Patrick Graham,Nevada,West,Michelle Elliott,2016-09-11,Junk,2,12.42,24.84
Sara Snyder,New Jersey,East,Judith Wood,2016-09-11,Widgets,6,53.35,320.1
Patrick Graham,California,West,Jacqueline Little,2016-09-11,Widgets,6,53.35,320.1
Sara Snyder,New Jersey,East,Benjamin Willis,2016-09-11,Junk,8,12.42,99.36
Patrick Graham,Washington,West,Jessica Miller,2016-09-11,Things,2,17.83,35.66
Sara Snyder,New York,East,Maria Johnston,2016-09-11,Junk,4,12.42,49.68
Patrick Graham,Nevada,West,Kimberly Bennett,2016-09-11,Things,6,17.83,106.98
Sara Snyder,New York,East,Lawrence Ruiz,2016-09-11,Widgets,6,53.35,320.1
Sara Snyder,Massachusetts,East,Harold Rodriguez,2016-09-11,Things,3,17.83,53.49
Patrick Graham,California,West,Michelle Sanchez,2016-09-11,Junk,1,12.42,12.42
Frances Warren,Massachusetts,East,Sandra Weaver,2016-09-11,Widgets,5,53.35,266.75
Randy Watson,Massachusetts,East,Cheryl Myers,2016-09-12,Things,10,17.83,178.3
Sara Snyder,New Jersey,East,Billy Wood,2016-09-12,Things,2,17.83,35.66
Diane Gonzalez,Oregon,West,Jeremy Diaz,2016-09-12,Things,8,17.83,142.64
Patrick Graham,California,West,Rebecca Ryan,2016-09-12,Widgets,6,53.35,320.1
Sara Snyder,Massachusetts,East,Emily Anderson,2016-09-12,Junk,1,12.42,12.42
Sara Snyder,New Jersey,East,Albert Dunn,2016-09-12,Things,4,17.83,71.32
Patrick Graham,Oregon,West,Rose Moreno,2016-09-12,Things,3,17.83,53.49
Patrick Graham,Washington,West,Paula Ross,2016-09-12,Junk,10,12.42,124.2
Sara Snyder,Massachusetts,East,Ann Duncan,2016-09-12,Junk,1,12.42,12.42
Sara Snyder,Massachusetts,East,Roger Gomez,2016-09-12,Things,9,17.83,160.47
Sara Snyder,New York,East,Tina Jones,2016-09-12,Stuff,3,16.32,48.96
Diane Gonzalez,California,West,Tammy Clark,2016-09-12,Junk,6,12.42,74.52
Sara Snyder,Connecticut,East,Benjamin Phillips,2016-09-12,Widgets,4,53.35,213.4
Sara Snyder,New Jersey,East,Chris George,2016-09-12,Junk,7,12.42,86.94
Sara Snyder,New York,East,Katherine Mcdonald,2016-09-12,Junk,1,12.42,12.42
Diane Gonzalez,Washington,West,Gary Weaver,2016-09-12,Junk,8,12.42,99.36
Patrick Graham,Oregon,West,Martha Harper,2016-09-12,Stuff,1,16.32,16.32
Diane Gonzalez,California,West,Rebecca Ryan,2016-09-13,Widgets,9,53.35,480.15
Sara Snyder,New York,East,Emily Patterson,2016-09-13,Junk,7,12.42,86.94
Diane Gonzalez,Washington,West,Annie Hunter,2016-09-13,Things,3,17.83,53.49
Randy Watson,New York,East,Teresa Thomas,2016-09-13,Things,4,17.83,71.32
Sara Snyder,Massachusetts,East,Albert Cook,2016-09-13,Things,8,17.83,142.64
Sara Snyder,New York,East,Marilyn Perez,2016-09-13,Things,6,17.83,106.98
Diane Gonzalez,Washington,West,Angela Sullivan,2016-09-13,Junk,1,12.42,12.42
Frances Warren,New York,East,Ralph Gomez,2016-09-13,Widgets,3,53.35,160.05
Patrick Graham,California,West,Brenda Nelson,2016-09-13,Widgets,9,53.35,480.15
Sara Snyder,New Jersey,East,Ruth Fields,2016-09-13,Things,2,17.83,35.66
Sara Snyder,New Jersey,East,Sean Weaver,2016-09-13,Things,3,17.83,53.49
Frances Warren,Connecticut,East,Annie Collins,2016-09-14,Stuff,1,16.32,16.32
Sara Snyder,Massachusetts,East,Theresa Ellis,2016-09-14,Widgets,6,53.35,320.1
Frances Warren,New York,East,Sharon Rose,2016-09-14,Things,9,17.83,160.47
Randy Watson,Massachusetts,East,Linda Morrison,2016-09-14,Stuff,5,16.32,81.6
Randy Watson,Massachusetts,East,Joan Cooper,2016-09-14,Junk,7,12.42,86.94
Patrick Graham,California,West,Helen Diaz,2016-09-14,Junk,7,12.42,86.94
Sara Snyder,New York,East,Jerry Pierce,2016-09-14,Junk,5,12.42,62.1
Diane Gonzalez,California,West,Nicholas Schmidt,2016-09-14,Junk,7,12.42,86.94
Frances Warren,New Jersey,East,Harold Matthews,2016-09-14,Things,3,17.83,53.49
Frances Warren,New Jersey,East,Judy Carpenter,2016-09-14,Things,10,17.83,178.3
Diane Gonzalez,Oregon,West,Catherine Cooper,2016-09-14,Widgets,6,53.35,320.1
Diane Gonzalez,Washington,West,Ryan Ramos,2016-09-14,Widgets,10,53.35,533.5
Sara Snyder,New York,East,Carlos Greene,2016-09-14,Junk,7,12.42,86.94
Diane Gonzalez,Nevada,West,Laura Mcdonald,2016-09-14,Junk,6,12.42,74.52
Sara Snyder,Connecticut,East,Nicholas Ward,2016-09-14,Things,6,17.83,106.98
Patrick Graham,California,West,Diana Hamilton,2016-09-14,Stuff,1,16.32,16.32
Sara Snyder,New York,East,Karen Gray,2016-09-14,Junk,4,12.42,49.68
Frances Warren,New York,East,Ronald Kim,2016-09-15,Stuff,5,16.32,81.6
Diane Gonzalez,Washington,West,Cheryl Morris,2016-09-15,Widgets,4,53.35,213.4
Patrick Graham,Oregon,West,Julie Gonzalez,2016-09-15,Junk,10,12.42,124.2
Diane Gonzalez,Oregon,West,Joyce Myers,2016-09-15,Stuff,6,16.32,97.92
Patrick Graham,Oregon,West,Anna Garcia,2016-09-15,Junk,10,12.42,124.2
Sara Snyder,New York,East,Betty Stewart,2016-09-15,Junk,7,12.42,86.94
Diane Gonzalez,Nevada,West,Laura Lewis,2016-09-15,Junk,2,12.42,24.84
Frances Warren,Connecticut,East,Debra Gutierrez,2016-09-15,Junk,8,12.42,99.36
Sara Snyder,New Jersey,East,Victor Watson,2016-09-15,Things,3,17.83,53.49
Patrick Graham,California,West,Robin Murphy,2016-09-15,Junk,5,12.42,62.1
Patrick Graham,Oregon,West,Lois Fernandez,2016-09-15,Stuff,1,16.32,16.32
Patrick Graham,Nevada,West,Laura Lewis,2016-09-15,Junk,7,12.42,86.94
Patrick Graham,California,West,Andrew Adams,2016-09-15,Widgets,3,53.35,160.05
Sara Snyder,Connecticut,East,Scott Weaver,2016-09-15,Stuff,8,16.32,130.56
Sara Snyder,Massachusetts,East,Andrew Howard,2016-09-15,Junk,10,12.42,124.2
Diane Gonzalez,Oregon,West,Alice Brown,2016-09-15,Junk,1,12.42,12.42
Randy Watson,New York,East,Steven Simpson,2016-09-16,Junk,8,12.42,99.36
Sara Snyder,New Jersey,East,Benjamin Willis,2016-09-16,Junk,5,12.42,62.1
Diane Gonzalez,Washington,West,Jean Stephens,2016-09-16,Things,1,17.83,17.83
Diane Gonzalez,Washington,West,Jessica Miller,2016-09-16,Junk,3,12.42,37.26
Sara Snyder,Massachusetts,East,Charles Ray,2016-09-16,Junk,10,12.42,124.2
Sara Snyder,New York,East,Kimberly Adams,2016-09-16,Junk,1,12.42,12.42
Patrick Graham,California,West,Kenneth James,2016-09-16,Junk,7,12.42,86.94
Randy Watson,Massachusetts,East,Frank Murphy,2016-09-16,Things,10,17.83,178.3
Randy Watson,New York,East,Billy Reed,2016-09-16,Junk,5,12.42,62.1
Randy Watson,Massachusetts,East,Roy Franklin,2016-09-16,Junk,1,12.42,12.42
Randy Watson,New Jersey,East,Kathy Rice,2016-09-16,Junk,3,12.42,37.26
Frances Warren,Massachusetts,East,Howard Adams,2016-09-16,Widgets,6,53.35,320.1
Sara Snyder,New York,East,Ronald Kim,2016-09-17,Junk,1,12.42,12.42
Sara Snyder,Massachusetts,East,Antonio Hunter,2016-09-17,Widgets,4,53.35,213.4
Sara Snyder,New York,East,Jessica Lewis,2016-09-17,Widgets,3,53.35,160.05
Frances Warren,Massachusetts,East,Jason Patterson,2016-09-17,Things,8,17.83,142.64
Patrick Graham,California,West,Joan Robinson,2016-09-17,Junk,2,12.42,24.84
Sara Snyder,Massachusetts,East,Kevin Torres,2016-09-17,Junk,10,12.42,124.2
Patrick Graham,Washington,West,Susan Gomez,2016-09-17,Junk,7,12.42,86.94
Diane Gonzalez,Oregon,West,Cynthia Matthews,2016-09-17,Junk,4,12.42,49.68
Frances Warren,New York,East,Phyllis Ward,2016-09-17,Junk,1,12.42,12.42
Randy Watson,New Jersey,East,Todd Miller,2016-09-17,Junk,9,12.42,111.78
Diane Gonzalez,Washington,West,Ernest Carter,2016-09-17,Junk,9,12.42,111.78
Patrick Graham,Nevada,West,John Simpson,2016-09-17,Widgets,1,53.35,53.35
Randy Watson,New York,East,Annie Wilson,2016-09-17,Things,9,17.83,160.47
Frances Warren,New York,East,Debra Allen,2016-09-17,Junk,8,12.42,99.36
Sara Snyder,New York,East,Steven Simpson,2016-09-17,Things,1,17.83,17.83
Sara Snyder,New York,East,Antonio Mason,2016-09-18,Stuff,7,16.32,114.24
Sara Snyder,Massachusetts,East,Kevin Torres,2016-09-18,Widgets,8,53.35,426.8
Patrick Graham,Washington,West,Jane Ramirez,2016-09-18,Junk,3,12.42,37.26
Sara Snyder,New York,East,Ruby Matthews,2016-09-18,Things,4,17.83,71.32
Patrick Graham,Washington,West,Christine Jacobs,2016-09-18,Things,10,17.83,178.3
Patrick Graham,Oregon,West,Anna Garcia,2016-09-18,Things,8,17.83,142.64
Patrick Graham,Oregon,West,Kenneth West,2016-09-18,Stuff,6,16.32,97.92
Sara Snyder,New York,East,Katherine Mcdonald,2016-09-18,Junk,7,12.42,86.94
Diane Gonzalez,Oregon,West,Lois Fernandez,2016-09-18,Widgets,10,53.35,533.5
Sara Snyder,New Jersey,East,Judith Gray,2016-09-18,Junk,2,12.42,24.84
Randy Watson,Massachusetts,East,Eugene Schmidt,2016-09-18,Things,1,17.83,17.83
Randy Watson,New Jersey,East,Joshua Washington,2016-09-18,Widgets,7,53.35,373.45
Sara Snyder,New York,East,Cynthia Day,2016-09-18,Things,5,17.83,89.15
Sara Snyder,New York,East,Gloria Harper,2016-09-18,Widgets,3,53.35,160.05
Sara Snyder,New York,East,Raymond Collins,2016-09-19,Stuff,4,16.32,65.28
Sara Snyder,Connecticut,East,Marilyn Perry,2016-09-19,Junk,10,12.42,124.2
Diane Gonzalez,Oregon,West,Marilyn Graham,2016-09-19,Junk,7,12.42,86.94
Frances Warren,New York,East,Carlos Greene,2016-09-19,Things,6,17.83,106.98
Sara Snyder,New York,East,Teresa Thomas,2016-09-19,Junk,3,12.42,37.26
Diane Gonzalez,Nevada,West,Sandra Hughes,2016-09-19,Junk,5,12.42,62.1
Sara Snyder,New Jersey,East,Cheryl Howard,2016-09-19,Junk,8,12.42,99.36
Randy Watson,Massachusetts,East,Phillip Young,2016-09-19,Stuff,10,16.32,163.2
Sara Snyder,New Jersey,East,Victor Bell,2016-09-19,Junk,7,12.42,86.94
Sara Snyder,Massachusetts,East,Frances Lane,2016-09-19,Things,7,17.83,124.81
Frances Warren,Connecticut,East,Russell Romero,2016-09-19,Stuff,6,16.32,97.92
Patrick Graham,California,West,Tina Schmidt,2016-09-20,Widgets,2,53.35,106.7
Sara Snyder,Massachusetts,East,Charles Ray,2016-09-20,Things,7,17.83,124.81
Sara Snyder,New Jersey,East,Donna Bryant,2016-09-20,Stuff,5,16.32,81.6
Sara Snyder,New York,East,Anna Wheeler,2016-09-20,Junk,10,12.42,124.2
Sara Snyder,New York,East,Harold Hunter,2016-09-20,Junk,7,12.42,86.94
Patrick Graham,Washington,West,Christine Jacobs,2016-09-20,Widgets,4,53.35,213.4
Frances Warren,New York,East,Jason Black,2016-09-20,Junk,7,12.42,86.94
Patrick Graham,Oregon,West,Billy Scott,2016-09-20,Junk,5,12.42,62.1
Patrick Graham,Oregon,West,Anna Garcia,2016-09-20,Stuff,2,16.32,32.64
Patrick Graham,Washington,West,Ruth Kennedy,2016-09-20,Junk,4,12.42,49.68
Randy Watson,New Jersey,East,Marilyn Patterson,2016-09-20,Junk,7,12.42,86.94
Randy Watson,Connecticut,East,Betty Hicks,2016-09-20,Junk,4,12.42,49.68
Sara Snyder,Massachusetts,East,Bruce Cruz,2016-09-21,Things,8,17.83,142.64
Sara Snyder,Massachusetts,East,Kevin Torres,2016-09-21,Things,4,17.83,71.32
Sara Snyder,New York,East,Katherine Mcdonald,2016-09-21,Widgets,2,53.35,106.7
Randy Watson,Massachusetts,East,Paul Perkins,2016-09-21,Things,4,17.83,71.32
Sara Snyder,New Jersey,East,Randy Willis,2016-09-21,Widgets,6,53.35,320.1
Sara Snyder,Connecticut,East,Brandon Morales,2016-09-21,Widgets,1,53.35,53.35
Randy Watson,New York,East,Sandra Hicks,2016-09-21,Things,7,17.83,124.81
Sara Snyder,Massachusetts,East,George Stone,2016-09-21,Junk,6,12.42,74.52
Sara Snyder,Massachusetts,East,Cheryl Williamson,2016-09-21,Widgets,10,53.35,533.5
Sara Snyder,Massachusetts,East,Jacqueline Hart,2016-09-21,Stuff,8,16.32,130.56
Frances Warren,Massachusetts,East,Craig Collins,2016-09-22,Junk,7,12.42,86.94
Sara Snyder,New Jersey,East,Kimberly Coleman,2016-09-22,Stuff,3,16.32,48.96
Sara Snyder,Massachusetts,East,Alice Kelly,2016-09-22,Widgets,3,53.35,160.05
Sara Snyder,New Jersey,East,Theresa Torres,2016-09-22,Junk,3,12.42,37.26
Patrick Graham,California,West,Nicholas Schmidt,2016-09-22,Widgets,1,53.35,53.35
Randy Watson,Massachusetts,East,Juan Olson,2016-09-22,Stuff,4,16.32,65.28
Randy Watson,New York,East,Katherine Hayes,2016-09-22,Junk,9,12.42,111.78
Randy Watson,New York,East,Alan Allen,2016-09-22,Junk,6,12.42,74.52
Randy Watson,Massachusetts,East,Jennifer Reyes,2016-09-22,Junk,5,12.42,62.1
Patrick Graham,Oregon,West,Kenneth West,2016-09-22,Junk,4,12.42,49.68
Sara Snyder,New Jersey,East,Dorothy Baker,2016-09-22,Widgets,4,53.35,213.4
Sara Snyder,New York,East,Mark Alexander,2016-09-22,Widgets,9,53.35,480.15
Sara Snyder,Massachusetts,East,Cheryl Myers,2016-09-22,Things,9,17.83,160.47
Randy Watson,Massachusetts,East,Albert Cook,2016-09-22,Stuff,5,16.32,81.6
Sara Snyder,Connecticut,East,Sara Hawkins,2016-09-22,Junk,1,12.42,12.42
Diane Gonzalez,California,West,Frances Parker,2016-09-22,Things,7,17.83,124.81
Sara Snyder,New York,East,Cynthia Day,2016-09-22,Junk,4,12.42,49.68
Sara Snyder,New York,East,Gerald Phillips,2016-09-23,Stuff,5,16.32,81.6
Sara Snyder,Massachusetts,East,Phillip Young,2016-09-23,Junk,7,12.42,86.94
Patrick Graham,California,West,Martha Bell,2016-09-23,Stuff,4,16.32,65.28
Randy Watson,New Jersey,East,Kelly Daniels,2016-09-23,Widgets,8,53.35,426.8
Randy Watson,New York,East,Ruby Matthews,2016-09-23,Junk,7,12.42,86.94
Patrick Graham,Washington,West,Mildred Moore,2016-09-23,Widgets,5,53.35,266.75
Sara Snyder,Massachusetts,East,Bruce Nelson,2016-09-23,Junk,9,12.42,111.78
Sara Snyder,New Jersey,East,Denise Mitchell,2016-09-23,Things,3,17.83,53.49
Diane Gonzalez,Nevada,West,Stephen Rice,2016-09-23,Things,5,17.83,89.15
Randy Watson,New Jersey,East,Bonnie Shaw,2016-09-23,Things,3,17.83,53.49
Diane Gonzalez,Washington,West,Emily Matthews,2016-09-23,Widgets,1,53.35,53.35
Randy Watson,New York,East,Tina Jones,2016-09-23,Stuff,9,16.32,146.88
Patrick Graham,Oregon,West,Michelle Phillips,2016-09-24,Junk,5,12.42,62.1
Sara Snyder,New York,East,Mark Rogers,2016-09-24,Things,4,17.83,71.32
